GENESIS-Tabelle: 12411-0018
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2018;07333;Donnersbergkreis;1034;1021;1322;1802;1240;829;1970;2020;2112;2100;2069;2532;3284;3490;2936;4105;3328;1019;954;1279;1752;1090;806;1673;1824;2041;2156;2125;2624;3331;3389;2940;4173;4731
31.12.2018;07334;Germersheim, Landkreis;1974;1859;2395;3140;1990;1442;3625;3918;4122;4208;3811;4546;5690;5560;4571;6116;5412;1789;1846;2205;2842;1741;1321;3562;3628;3870;4010;3772;4543;5487;5514;4479;6606;7481
31.12.2018;07335;Kaiserslautern, Landkreis;1747;1531;1952;2585;1666;1234;2837;2974;3060;2972;2816;3446;4352;4666;4029;5550;4718;1679;1454;1857;2352;1566;1074;2444;2781;3073;3233;2965;3461;4557;4704;4085;5636;7001
31.12.2018;07336;Kusel, Landkreis;986;912;1146;1501;1016;748;1847;1936;1929;1902;1839;2240;3102;3364;2891;4158;3535;873;855;1140;1436;918;637;1570;1787;1848;1926;1816;2358;2927;3298;2888;4165;5032
31.12.2018;07337;Südliche Weinstraße, Landkreis;1513;1514;1935;2503;1646;1164;2734;2825;3010;3156;2968;3713;5039;5034;4101;6187;5399;1365;1431;1790;2278;1423;1112;2442;2726;2938;3096;3124;3857;5130;5044;4159;6495;7505
31.12.2018;07338;Rhein-Pfalz-Kreis;2451;2335;2821;3451;2160;1647;3850;4065;4372;4658;4487;5103;6686;6835;5384;7818;7907;2156;2176;2644;3266;2052;1519;3303;3846;4338;4792;4313;5268;6907;6855;5490;8665;10581
31.12.2018;07339;Mainz-Bingen, Landkreis;3112;3100;4148;5218;3249;2404;5637;5589;5636;6369;6188;7647;9598;9074;7225;10646;9175;2833;3006;3834;4899;3117;2136;4798;5146;5766;6606;6625;7825;9787;9136;7555;11292;12513
31.12.2018;07340;Südwestpfalz, Landkreis;1134;1122;1405;1907;1342;995;2373;2480;2581;2493;2378;3129;4311;4481;3904;5550;5331;1055;1139;1426;1788;1170;820;2022;2358;2379;2528;2430;3199;4379;4580;3910;5699;7315
31.12.2018;08111;Stuttgart, kreisfreie Stadt;9811;8562;10668;13427;7797;6165;21576;30368;30566;25664;21586;22113;23583;20539;15731;23543;25440;9154;8081;10285;12756;7235;5650;20704;29180;27700;24028;20402;20610;21701;19530;16359;27203;37113
31.12.2018;08115;Böblingen, Landkreis;6409;6087;7658;9759;6004;4458;11214;12870;13530;13128;12247;13914;16249;14927;11808;16560;18167;6258;5862;7277;9050;5614;3867;9975;11824;12778;12959;12187;13381;15901;14630;12003;18888;24197
31.12.2018;08116;Esslingen, Landkreis;7944;7566;9779;12917;8076;5901;17114;18663;18193;17234;16696;19067;22783;20774;15858;23114;25104;7589;7222;9316;12156;7506;5330;14284;15852;16645;16694;16369;18627;22160;20045;16379;26745;34157
31.12.2018;08117;Göppingen, Landkreis;3845;3598;4684;6089;3967;3000;7747;8307;8127;7953;7575;8862;10942;10501;8303;12116;12477;3698;3459;4506;5998;3694;2619;6609;7096;7636;7602;7352;8923;10606;10041;8450;13589;17282
31.12.2018;08118;Ludwigsburg, Landkreis;8875;8334;10423;13092;8413;5967;15515;17946;18932;18249;17547;19217;23380;20559;16177;23134;24201;8393;7932;10000;12588;7769;5322;13872;16738;17709;17930;17129;19036;22269;20252;16849;26534;33701
31.12.2018;08119;Rems-Murr-Kreis;6498;6095;7775;10371;6731;4813;12673;13286;13265;12939;12556;15051;18593;17320;13291;19281;20323;6005;5911;7387;9879;6258;4476;11045;12111;12565;13114;12601;14986;18245;16928;13753;21756;28277
31.12.2018;08121;Heilbronn, kreisfreie Stadt;2032;1951;2391;3059;1833;1437;4422;5344;5143;4411;4104;4443;4747;4362;3497;5045;5306;1990;1745;2310;2834;1760;1229;3907;4333;4104;3977;3796;4009;4395;4216;3666;6060;8102
31.12.2018;08125;Heilbronn, Landkreis;5488;5150;6358;8387;5416;3962;10450;11152;11437;11424;10821;12517;15066;14083;11037;15401;14233;5015;4827;6141;8066;5278;3612;8688;9792;10563;10780;10474;11962;14423;13601;11195;16679;19590
31.12.2018;08126;Hohenlohekreis;1705;1512;2139;2820;1806;1392;3557;3775;3915;3614;3317;3939;4824;4668;3798;5097;4672;1615;1520;1955;2648;1665;1212;2956;3330;3332;3255;3193;3920;4593;4492;3755;5369;6650
31.12.2018;08127;Schwäbisch Hall, Landkreis;3130;2924;3686;4865;3265;2342;5947;6585;6877;6429;5916;6761;8219;8075;6548;9050;7695;2910;2808;3569;4716;2974;2057;5125;5806;6047;5874;5649;6594;7993;7679;6861;9453;11432
31.12.2018;08128;Main-Tauber-Kreis;1906;1789;2216;3096;2092;1504;3828;4186;4051;3937;3699;4433;5662;5502;4643;7021;6358;1759;1689;2103;3013;1957;1348;3241;3479;3688;3711;3678;4460;5498;5521;4816;7303;9134
31.12.2018;08135;Heidenheim, Landkreis;1872;1856;2460;3230;2187;1671;4057;4205;4263;4141;3936;4471;5425;5277;4327;6291;6423;1810;1843;2353;3123;1950;1363;3335;3628;3796;3937;3705;4439;5182;5343;4362;6762;9449
31.12.2018;08136;Ostalbkreis;4506;4498;5703;7678;5133;3846;10088;10305;10050;9686;9264;11064;13113;12505;10455;14581;14005;4401;4145;5496;7444;4938;3479;8974;9051;8967;9216;9159;10774;12528;12432;10488;15847;20183
31.12.2018;08211;Baden-Baden, kreisfreie Stadt;720;663;880;1161;712;562;1551;1563;1586;1551;1520;1775;2235;2150;1753;2874;3186;681;587;783;1076;697;501;1265;1426;1496;1644;1609;1911;2392;2294;1989;3514;4816
31.12.2018;08212;Karlsruhe, kreisfreie Stadt;4266;3990;4938;6099;3880;4170;16138;16889;13818;11455;9431;10144;11931;10409;8294;12084;12493;4224;3653;4536;5830;3327;2959;11619;13082;11577;10214;8939;9657;11067;10378;8628;14115;18858
31.12.2018;08215;Karlsruhe, Landkreis;6302;6342;8252;10602;6635;4875;13195;13737;14112;14124;13160;15702;19530;18471;14685;21468;20147;6153;6086;7582;9811;6141;4379;10618;11991;12898;13745;13248;15491;19104;18426;15099;23528;28593
31.12.2018;08216;Rastatt, Landkreis;3225;3240;4095;5389;3526;2583;6514;7004;7237;7035;6690;7879;10119;9953;8202;11331;10775;3075;3036;3856;5025;3369;2300;5549;6359;6568;6995;6665;8014;9792;9684;8198;12361;15375
31.12.2018;08221;Heidelberg, kreisfreie Stadt;2419;2000;2524;2939;1682;1967;7659;8366;7556;6063;4618;4648;5202;4588;3752;5626;5503;2286;1939;2335;2916;1558;2079;9640;8710;7451;6096;4574;4512;5127;4805;4093;6679;8443
31.12.2018;08222;Mannheim, kreisfreie Stadt;4803;4277;5081;6474;3976;3538;12079;13932;13063;11380;9613;10478;12024;10754;8459;12246;12096;4539;3887;4795;6034;3590;3271;12067;12816;11563;10460;9169;9881;11219;10361;8818;14606;18021
31.12.2018;08225;Neckar-Odenwald-Kreis;2062;1852;2497;3417;2268;1730;4510;4655;4329;4170;3976;4800;6301;6327;5217;7343;6603;1890;1880;2373;3199;2128;1457;3506;3682;3818;4051;3992;4938;6012;6262;5291;7670;9329
31.12.2018;08226;Rhein-Neckar-Kreis;8207;7891;10352;13130;8092;5951;15396;16520;16529;16893;15754;18767;24113;21941;17783;26333;25665;7578;7572;9758;12207;7561;5362;13611;15112;16282;17267;16459;19186;23758;22556;18521;30019;35499
31.12.2018;08231;Pforzheim, kreisfreie Stadt;2034;1941;2453;3091;1900;1477;4128;4885;4779;4196;3692;4041;4622;4397;3634;5115;5314;2148;1892;2224;2932;1738;1309;4005;4500;4017;3916;3590;4019;4467;4431;3881;6276;8498
31.12.2018;08235;Calw, Landkreis;2323;2356;2983;3890;2658;1914;4882;4942;4821;4759;4709;5507;6825;6798;5335;7657;7155;2172;2088;2771;3652;2439;1668;4050;4115;4414;4561;4583;5362;6713;6665;5482;8079;10069
31.12.2018;08236;Enzkreis;2935;2798;3727;4814;3309;2403;5802;5875;5869;6065;5656;6918;8859;8389;6642;9316;9367;2789;2638;3449;4589;3009;2164;4834;5241;5625;6016;5576;6936;8819;8398;6664;10361;13053
31.12.2018;08237;Freudenstadt, Landkreis;1685;1640;2159;3031;1948;1426;3723;3809;3547;3479;3402;4073;5112;4993;4105;5566;5200;1661;1551;2075;2800;1793;1238;2962;3331;3323;3466;3270;4075;5011;4961;4071;5747;7702
31.12.2018;08311;Freiburg im Breisgau, kreisfreie Stadt;3719;3319;3998;4667;2880;2604;9330;11075;10120;8101;6490;6799;7817;7109;5758;8188;7855;3524;2992;3850;4746;2756;2882;12213;12274;10013;7968;6702;6911;7875;7471;6300;9601;12334
31.12.2018;08315;Breisgau-Hochschwarzwald, Landkreis;3968;3858;5041;6517;4198;3023;7812;7764;7779;7662;7392;8604;11198;10458;8615;13054;12698;3746;3693;4730;6084;3837;2759;6571;7001;7387;7904;7473;9091;11446;10689;9196;14349;17198
31.12.2018;08316;Emmendingen, Landkreis;2490;2438;3102;4168;2615;1914;4807;4805;4930;5108;4645;5655;7231;6824;5651;8077;7312;2386;2286;2908;3851;2344;1739;4136;4359;4761;5091;4829;5718;7167;7018;5816;8794;10408
31.12.2018;08317;Ortenaukreis;6421;6290;8003;10535;6744;4989;12907;13607;13711;12980;12233;14875;18578;17881;14654;20504;19309;6108;6051;7560;10123;6302;4431;10978;12181;12641;12544;12065;14547;17957;17303;14867;21771;27829
31.12.2018;08325;Rottweil, Landkreis;2103;2058;2676;3494;2268;1701;4175;4383;4236;4106;4031;4816;6121;5870;4632;6501;6596;1992;1934;2423;3376;2147;1428;3528;3936;3997;3972;3862;4679;5801;5704;4658;6930;9321
31.12.2018;08326;Schwarzwald-Baar-Kreis;3087;2990;3827;4949;3139;2428;6772;7198;7062;6474;6042;6813;8455;8503;7094;10167;10542;3026;2830;3625;4817;3018;2141;5522;6355;6281;6187;5816;6703;8447;8438;7227;11356;15050
31.12.2018;08327;Tuttlingen, Landkreis;2217;2148;2808;3759;2334;1773;4338;4725;4867;4514;4338;4785;5697;5485;4423;6054;6187;2251;2080;2675;3562;2169;1525;3589;4203;4275;4346;4093;4592;5317;5397;4454;6585;8587
31.12.2018;08335;Konstanz, Landkreis;4138;3926;5068;6478;4172;3464;10876;10023;8925;8253;7640;9029;11500;10912;8618;12779;13245;3979;3765;4826;6350;4021;3333;10321;9040;8695;8497;8124;9490;12139;11175;9074;14542;18908
31.12.2018;08336;Lörrach, Landkreis;3463;3389;4400;5777;3608;2454;6495;6999;7070;6983;6511;7631;9836;9468;7461;10242;10194;3389;3245;4298;5394;3344;2371;5669;6581;7012;7132;6886;8064;10091;9575;7641;11357;14609
31.12.2018;08337;Waldshut, Landkreis;2497;2517;3363;4352;2872;1995;4937;5190;5181;5184;4811;5588;7160;6911;5744;8414;7871;2399;2412;3209;4168;2628;1750;4204;4729;5042;5207;4838;5693;6945;6925;6041;8867;10975
31.12.2018;08415;Reutlingen, Landkreis;4482;4225;5320;6977;4553;3347;8954;9329;9172;8967;8242;9968;12216;11452;9112;12804;13112;4200;3937;5039;6713;4091;3005;7931;8366;8645;8633;8517;9962;11879;11262;9503;14091;18742
31.12.2018;08416;Tübingen, Landkreis;3623;3269;4071;5229;3405;2723;9278;9446;8252;7234;6256;6954;8621;8201;6895;9131;8207;3365;3159;3968;5056;3171;3054;10693;9479;7888;7130;6224;7221;8700;8470;7123;9868;11967
31.12.2018;08417;Zollernalbkreis;2665;2530;3318;4431;2945;2069;5785;5980;5873;5543;5283;6480;8123;8030;6450;9239;9064;2507;2403;3143;4232;2766;1885;4731;5246;5337;5314;5159;6482;7947;7955;6657;9984;13379
31.12.2018;08421;Ulm, kreisfreie Stadt;2000;1798;2313;2780;1719;1503;5112;5962;5340;4404;3962;4189;4475;4013;3146;4926;5018;1811;1686;2168;2733;1580;1393;4962;5258;4746;4290;3811;3901;4360;4005;3714;5922;7329
31.12.2018;08425;Alb-Donau-Kreis;3101;3017;3746;5162;3318;2423;6150;6346;6480;6221;6106;7041;8432;7948;6455;8780;8315;3001;2786;3650;4806;3074;2160;5220;5570;5621;5940;5776;6627;8169;7625;6356;9052;11573
31.12.2018;08426;Biberach, Landkreis;3320;3141;4062;5250;3309;2417;6107;6705;6802;6501;6155;7117;8526;7824;6495;8899;8004;3107;3037;3840;4928;3208;2113;5223;5962;6211;6261;5852;6850;8121;7800;6400;9016;11179
31.12.2018;08435;Bodenseekreis;3115;2981;3951;5110;3361;2609;6149;6518;6554;6560;6279;7162;9055;8428;6688;10808;11216;3031;2876;3698;4867;3125;2305;5439;6036;6324;6621;6152;7263;9044;8801;7226;12132;14743
31.12.2018;08436;Ravensburg, Landkreis;4436;4115;5452;7153;4727;3493;9525;9629;9257;8692;8333;9918;11935;10917;8895;12979;12321;4122;3955;5191;6658;4298;3187;8292;8675;8557;8606;8229;10001;11571;11011;9223;13967;16965
31.12.2018;08437;Sigmaringen, Landkreis;1851;1902;2454;3279;2135;1702;4378;4314;4049;3846;3690;4383;5648;5622;4535;6032;5829;1842;1729;2303;3063;2042;1503;3623;3600;3687;3751;3523;4357;5656;5431;4423;6438;8253
31.12.2018;09161;Ingolstadt, kreisfreie Stadt;2331;2101;2458;3029;1928;1507;4511;5815;6448;5289;4654;4654;5126;4725;3767;5417;5492;2228;1959;2313;2876;1693;1214;3804;5177;5312;4868;4280;4371;4849;4537;4019;6227;8002
31.12.2018;09162;München, kreisfreie Stadt;25333;21928;25339;29305;16765;12992;46664;65095;69429;58902;50137;51051;55202;44509;33656;54970;56031;24376;21046;24203;28060;15715;12473;45988;68945;68832;60084;50671;49590;53029;45618;37281;67175;81114
31.12.2018;09163;Rosenheim, kreisfreie Stadt;1070;875;1112;1393;915;662;2110;2617;2548;2163;2059;2131;2487;2160;1662;2716;2641;890;823;1071;1376;810;640;2004;2255;2265;2044;1992;2032;2458;2176;1792;3375;4000
31.12.2018;09171;Altötting, Landkreis;1668;1517;2054;2636;1691;1196;3310;3407;3408;3565;3188;3882;4677;4606;3669;5339;5129;1644;1533;1939;2506;1598;1119;2831;3086;3144;3358;3052;3714;4598;4515;3901;6084;7646
31.12.2018;09172;Berchtesgadener Land, Landkreis;1503;1436;1731;2321;1401;1129;3261;3602;3579;3344;2998;3413;4372;3959;3162;5272;5524;1435;1303;1701;2147;1348;1009;2804;3121;3272;3154;3044;3409;4292;4157;3315;6231;7973
31.12.2018;09173;Bad Tölz-Wolfratshausen, Landkreis;1979;1894;2419;3125;1948;1371;3796;3821;3751;3865;3789;4337;5691;5032;3883;5875;6155;1913;1749;2218;2920;1901;1245;3328;3381;3683;3929;3855;4604;5656;5008;3991;6702;8413
31.12.2018;09174;Dachau, Landkreis;2488;2382;2992;3752;2322;1664;4792;4992;5235;5530;5181;5690;6837;5983;4588;6476;6216;2348;2191;2866;3630;2181;1409;4064;4442;5016;5337;5140;5506;6632;5804;4500;7268;8430
31.12.2018;09175;Ebersberg, Landkreis;2193;2343;2999;3857;2258;1684;4310;4162;4201;4696;4857;5547;6501;5501;3964;5729;6170;2112;2260;2843;3500;2140;1460;3661;3628;4172;4886;4879;5351;6313;5321;3982;6424;8238
31.12.2018;09176;Eichstätt, Landkreis;2202;2157;2695;3367;2208;1566;4367;4473;4494;4698;4547;4678;5731;5226;4268;5508;5140;2237;2068;2505;3152;2007;1441;3747;3860;4232;4379;3975;4475;5301;5090;3992;5660;6895
31.12.2018;09177;Erding, Landkreis;2122;2152;2714;3542;2186;1606;4211;4520;4407;4638;4788;5513;6527;5670;4213;5646;4912;2050;1999;2473;3342;2097;1520;3834;4020;4235;4645;4446;5237;6280;5343;4059;6027;6686
31.12.2018;09178;Freising, Landkreis;2878;2755;3501;4348;2709;2054;6541;7141;6801;6494;6291;6971;8157;6876;5100;6628;6148;2756;2610;3207;4062;2542;1882;5659;6131;6115;6188;5798;6377;7562;6477;4896;7269;8192
31.12.2018;09179;Fürstenfeldbruck, Landkreis;3386;3283;4444;5325;3171;2451;6374;6533;6652;6970;7005;7884;9410;8092;5991;9869;10846;3237;3211;4227;5059;3177;2168;5515;5979;6378;7189;7086;7852;9366;8173;6494;11889;14634
31.12.2018;09180;Garmisch-Partenkirchen, Landkreis;1291;1128;1498;1836;1211;976;2645;2722;2557;2401;2347;2906;3734;3470;2638;4651;4958;1186;1098;1325;1762;1128;838;2270;2399;2394;2547;2500;2952;4003;3614;2918;5368;7196
31.12.2018;09181;Landsberg am Lech, Landkreis;1712;1727;2333;3026;1929;1502;3809;3646;3507;3759;3541;4366;5556;4985;3767;5660;5252;1677;1684;2155;2943;1891;1297;3050;3023;3170;3607;3596;4416;5582;5089;3765;6148;6901
31.12.2018;09182;Miesbach, Landkreis;1436;1411;1796;2368;1438;1067;2876;2919;2892;2921;2925;3516;4448;3992;3031;4740;5094;1356;1321;1701;2236;1361;909;2400;2630;2798;2988;3092;3603;4617;4050;3076;5625;7093
31.12.2018;09183;Mühldorf am Inn, Landkreis;1797;1759;2181;2732;1723;1313;3687;3971;3805;3710;3618;4248;5024;4737;3838;5410;4807;1640;1545;2045;2560;1683;1202;3110;3341;3283;3311;3481;3911;4698;4627;3749;5876;6828
31.12.2018;09184;München, Landkreis;5182;5421;7406;9317;5255;3777;11446;10778;10674;11483;11527;12961;15303;12311;9137;14496;17127;4968;5201;6896;8833;4851;3411;8851;9381;10066;11755;11887;12950;14861;12163;9497;17434;22265
31.12.2018;09185;Neuburg-Schrobenhausen, Landkreis;1511;1461;1918;2310;1530;1114;2976;3101;3211;3268;3174;3522;4135;3970;3192;4330;3956;1477;1447;1724;2247;1470;989;2527;2742;2966;3138;2899;3298;3896;3864;3211;4572;5534
31.12.2018;09186;Pfaffenhofen an der Ilm, Landkreis;2067;1940;2421;3054;1869;1386;3866;4333;4593;4549;4333;4639;5644;5254;4157;5470;5064;1967;1885;2377;2861;1799;1263;3259;3657;4153;4291;3791;4296;5269;5060;4031;5869;6684
31.12.2018;09187;Rosenheim, Landkreis;3796;3750;4918;6376;4148;3004;7851;7971;7933;7958;7437;9224;11360;10382;8243;12825;12077;3648;3558;4660;5844;3849;2660;6523;7170;7351;7746;7757;9388;11605;10721;8599;14295;16356
31.12.2018;09188;Starnberg, Landkreis;1867;1993;2765;3665;2247;1531;3728;3437;3236;3687;3916;4819;6223;5163;3894;6337;7512;1819;1883;2686;3396;2164;1398;3221;3102;3303;4102;4397;5083;6420;5413;4358;7648;9679
31.12.2018;09189;Traunstein, Landkreis;2509;2359;3108;4019;2672;1962;5364;5557;5437;5301;5092;5928;7374;7260;5742;9027;8853;2386;2314;2911;4034;2393;1805;4525;5080;4925;5054;5104;5926;7483;7320;6012;9980;12273
31.12.2018;09190;Weilheim-Schongau, Landkreis;1993;1990;2566;3293;2158;1512;4045;4094;4028;4081;3916;4471;5887;5488;4480;6649;6670;1910;1919;2449;3087;2009;1366;3369;3605;3818;3981;3823;4802;5985;5560;4484;7151;8709
31.12.2018;09261;Landshut, kreisfreie Stadt;1043;970;1229;1549;916;763;2415;2969;2740;2464;2387;2492;2877;2464;1932;3085;3108;1031;918;1242;1420;885;671;2238;2703;2582;2376;2358;2446;2720;2548;2256;3855;4752
31.12.2018;09262;Passau, kreisfreie Stadt;610;576;728;891;606;537;2544;2671;2138;1597;1372;1485;1795;1685;1483;2359;2267;627;554;727;878;582;630;2818;2393;1783;1538;1340;1438;1711;1842;1672;2924;3668
31.12.2018;09263;Straubing, kreisfreie Stadt;649;571;743;1012;609;532;1453;2082;1828;1666;1547;1722;1941;1926;1507;2325;2004;621;538;700;909;555;448;1325;1568;1498;1448;1366;1552;1775;1890;1641;2642;3201
31.12.2018;09271;Deggendorf, Landkreis;1597;1560;2124;2608;1816;1437;3976;4093;3823;3809;3630;4217;5011;5070;4034;5913;4829;1487;1523;1949;2605;1663;1257;3377;3557;3410;3628;3497;4102;4896;5085;4226;6339;7178
31.12.2018;09272;Freyung-Grafenau, Landkreis;960;1045;1195;1690;1263;910;2373;2391;2215;2282;2204;2798;3425;3483;3145;4454;3270;1040;920;1168;1558;1130;774;2070;2149;2109;2133;2185;2758;3341;3603;3068;4308;4938
31.12.2018;09273;Kelheim, Landkreis;1882;1797;2340;3079;1918;1504;3934;4203;4180;4120;3912;4651;5324;5023;4055;5446;4769;1778;1683;2253;2891;1865;1337;3272;3530;3608;3823;3797;4233;5015;4675;3874;5849;6638
31.12.2018;09274;Landshut, Landkreis;2437;2401;3164;3976;2469;1868;4837;5001;5024;5270;5238;6050;7245;6759;5256;7338;6186;2313;2275;2916;3769;2337;1710;4031;4187;4565;4929;4964;5833;6775;6483;5086;7634;8372
31.12.2018;09275;Passau, Landkreis;2462;2537;3311;4384;2944;2179;5639;5822;5513;5968;5698;7039;8172;8108;6890;10241;8564;2361;2458;3165;3982;2680;1989;4920;5187;5268;5543;5532;6738;7981;8255;7054;10990;12469
31.12.2018;09276;Regen, Landkreis;1026;1017;1314;1705;1175;878;2328;2469;2441;2267;2171;2729;3280;3364;2908;4400;3273;994;937;1132;1630;1056;826;1954;2097;2093;2178;2194;2660;3256;3364;2941;4426;5173
31.12.2018;09277;Rottal-Inn, Landkreis;1730;1589;2161;2763;1793;1419;3873;3862;3673;3644;3650;4334;5151;5045;4180;5984;5495;1534;1561;1962;2698;1765;1288;3306;3384;3293;3611;3350;4093;4879;5056;4277;6358;7898
31.12.2018;09278;Straubing-Bogen, Landkreis;1489;1429;1848;2375;1686;1232;2955;3061;3189;3110;3192;3779;4545;4303;3549;4902;3983;1332;1396;1742;2424;1442;1059;2552;2699;2877;3008;3090;3701;4251;4206;3446;5059;5738
31.12.2018;09279;Dingolfing-Landau, Landkreis;1412;1331;1676;2256;1445;1147;3035;3602;3444;3285;3185;3599;4161;4183;3330;4493;3866;1356;1228;1577;2124;1420;954;2453;2929;2820;2905;2721;3306;3805;3992;3235;4597;5345
31.12.2018;09361;Amberg, kreisfreie Stadt;554;468;705;930;567;456;1272;1560;1489;1343;1213;1333;1634;1671;1408;2121;1949;554;501;631;811;572;392;1087;1244;1221;1136;1111;1334;1721;1694;1521;2444;3323
31.12.2018;09362;Regensburg, kreisfreie Stadt;2280;1952;2394;2941;1687;1523;5842;8469;7475;5871;4566;4804;5264;4626;3694;5474;5363;2092;1933;2349;2719;1585;1501;6691;8311;6887;5372;4579;4796;5206;4953;4126;6654;8631
31.12.2018;09363;Weiden in der Oberpfalz, kreisfreie Stadt;583;492;671;853;587;502;1394;1529;1369;1258;1136;1333;1777;1622;1346;2083;2007;554;515;618;852;582;407;1250;1375;1245;1245;1191;1440;1734;1734;1462;2522;3252
31.12.2018;09371;Amberg-Sulzbach, Landkreis;1417;1280;1704;2400;1591;1196;3105;3120;3121;2987;2899;3630;4753;4764;3947;5094;4657;1360;1265;1694;2135;1515;1082;2668;2738;2805;2891;2836;3620;4517;4566;3823;5217;6712
31.12.2018;09372;Cham, Landkreis;1754;1791;2103;2911;1775;1458;3883;4035;3993;3946;3797;4605;5602;5578;4721;6806;5490;1684;1574;2131;2713;1824;1256;3395;3529;3672;3697;3650;4489;5242;5412;4538;6775;8053
31.12.2018;09373;Neumarkt in der Oberpfalz, Landkreis;1971;2010;2448;3104;2078;1630;4295;4444;4284;4314;4109;4954;6016;5812;4571;6185;5274;1883;1849;2355;2963;1969;1430;3615;3844;3791;4101;3889;4692;5757;5464;4508;6238;7714
31.12.2018;09374;Neustadt an der Waldnaab, Landkreis;1319;1185;1659;2097;1451;1132;2759;2822;2836;2835;2648;3270;4294;4251;3534;4847;4004;1321;1087;1512;2049;1414;984;2498;2568;2685;2720;2664;3389;4155;4075;3378;4946;5964
31.12.2018;09375;Regensburg, Landkreis;2850;2916;3690;4682;3005;2174;5796;5794;5876;6333;6060;7365;8571;8218;6682;9441;7628;2773;2788;3393;4416;2784;2000;4946;5018;5574;6239;6029;7019;8456;8107;6658;9863;10428
31.12.2018;09376;Schwandorf, Landkreis;2069;1969;2543;3265;2236;1705;4479;4802;4758;4589;4696;5396;6535;6341;5199;7260;6122;1977;1817;2397;3189;2079;1490;3959;4147;4197;4483;4285;5156;6053;6129;5029;7514;9324
31.12.2018;09377;Tirschenreuth, Landkreis;936;924;1166;1545;1071;759;2139;2248;2138;1995;2049;2613;3210;3287;2734;3857;3450;897;895;1159;1456;1002;697;1832;1949;1869;1987;1989;2476;3147;3116;2769;3922;5221
31.12.2018;09461;Bamberg, kreisfreie Stadt;1248;993;1227;1425;898;772;2850;3845;3652;2587;2123;2327;2687;2651;2075;3013;3091;1132;967;1132;1411;820;760;3372;3924;3167;2444;2036;2397;2812;2697;2314;3630;5113
31.12.2018;09462;Bayreuth, kreisfreie Stadt;911;805;980;1380;829;1095;4255;3625;2629;2224;1940;2142;2551;2419;2035;3395;3254;866;739;986;1289;785;972;4059;3138;2319;1990;1930;2177;2593;2619;2378;4078;5270
31.12.2018;09463;Coburg, kreisfreie Stadt;540;466;615;828;525;444;1437;1607;1579;1267;1000;1225;1637;1590;1313;2010;2079;514;469;619;774;470;420;1230;1378;1283;1133;1074;1362;1607;1668;1492;2367;3227
31.12.2018;09464;Hof, kreisfreie Stadt;688;648;784;887;656;519;1500;1544;1462;1319;1199;1458;1780;1718;1506;2283;2147;644;633;743;940;573;459;1301;1464;1338;1282;1218;1508;1792;1733;1633;2890;3681
31.12.2018;09471;Bamberg, Landkreis;2159;2132;2687;3471;2304;1710;4231;4552;4538;4678;4479;5468;6711;6592;5256;7065;5692;2210;2013;2563;3315;2187;1489;3509;4019;4469;4644;4344;5344;6515;6399;5115;7038;8188
31.12.2018;09472;Bayreuth, Landkreis;1351;1317;1832;2341;1610;1151;2732;2746;2785;3057;2988;3783;4697;4760;3798;5561;4801;1226;1313;1721;2236;1481;1028;2388;2531;2789;3063;2941;3891;4625;4489;3775;5699;7150
31.12.2018;09473;Coburg, Landkreis;1159;1145;1464;1917;1283;949;2250;2458;2508;2599;2386;2959;3876;3876;3243;4593;4247;1128;1091;1329;1821;1156;828;1965;2118;2485;2495;2374;3126;3788;3845;3249;4946;6250
31.12.2018;09474;Forchheim, Landkreis;1660;1657;2085;2650;1816;1267;3382;3457;3432;3611;3480;3907;5268;5229;4187;5682;4933;1601;1649;2047;2620;1695;1213;2849;3081;3351;3591;3376;4013;5134;5144;4164;5934;6934
